stage_gb,check_id,sub_category,description,stratum1,stratum_2,stratum_3,stratum_4,stratum_5,stratum_6,err_gb
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,28,observation,11,unit_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,28,observation,12,provider_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,28,observation,13,visit_occurrence_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,28,observation,14,visit_detail_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,28,observation,15,observation_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,28,observation,16,observation_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,28,observation,17,unit_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,28,observation,18,qualifier_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,29,observation_period,1,observation_period_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,29,observation_period,2,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,29,observation_period,3,observation_period_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,29,observation_period,4,observation_period_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,29,observation_period,5,period_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,1,payer_plan_period_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,2,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,3,payer_plan_period_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,4,payer_plan_period_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,5,payer_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,6,payer_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,12,condition_era,4,condition_era_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,12,condition_era,5,condition_era_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,12,condition_era,6,condition_occurrence_count,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,1,condition_occurrence_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,2,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,3,condition_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,4,condition_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,5,condition_start_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,6,condition_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,7,condition_end_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,8,condition_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,9,stop_reason,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,10,provider_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,11,visit_occurrence_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,12,visit_detail_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,13,condition_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,14,condition_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,15,condition_status_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,13,condition_occurrence,16,condition_status_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,1,cost_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,2,cost_event_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,3,cost_domain_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,4,cost_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,5,currency_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,6,total_charge,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,7,total_cost,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,8,total_paid,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,9,paid_by_payer,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,10,paid_by_patient,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,11,paid_patient_copay,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,12,paid_patient_coinsurance,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,13,paid_patient_deductible,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,14,paid_by_primary,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,15,paid_ingredient_cost,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,16,paid_dispensing_fee,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,17,payer_plan_period_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,18,amount_allowed,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,19,revenue_code_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,20,reveue_code_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,21,drg_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,14,cost,22,drg_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,15,death,1,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,15,death,2,death_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,15,death,3,death_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,15,death,4,death_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,15,death,5,cause_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,15,death,6,cause_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,15,death,7,cause_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,1,device_exposure_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,2,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,3,device_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,4,device_exposure_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,5,device_exposure_start_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,6,device_exposure_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,7,device_exposure_end_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,8,device_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,9,unique_device_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,10,quantity,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,11,provider_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,12,visit_occurrence_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,13,visit_detail_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,14,device_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,16,device_exposure,15,device_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,17,domain,1,domain_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,17,domain,2,domain_name,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,17,domain,3,domain_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,18,dose_era,1,dose_era_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,18,dose_era,2,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,18,dose_era,3,drug_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,18,dose_era,4,unit_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,35,source_to_concept_map,7,valid_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,35,source_to_concept_map,8,valid_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,35,source_to_concept_map,9,invalid_reason,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,1,specimen_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,2,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,3,specimen_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,4,specimen_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,5,specimen_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,6,specimen_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,7,quantity,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,8,unit_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,9,anatomic_site_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,10,disease_status_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,11,specimen_source_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,12,specimen_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,13,unit_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,14,anatomic_site_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,36,specimen,15,disease_status_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,1,visit_detail_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,2,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,3,visit_detail_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,4,visit_detail_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,5,visit_detail_start_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,6,visit_detail_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,7,visit_detail_end_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,8,visit_detail_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,9,provider_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,10,care_site_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,11,admitting_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,12,discharge_to_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,13,preceding_visit_detail_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,14,visit_detail_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,15,visit_detail_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,16,admitting_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,17,discharge_to_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,18,visit_detail_parent_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,37,visit_detail,19,visit_occurrence_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,1,visit_occurrence_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,2,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,3,visit_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,4,visit_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,5,visit_start_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,6,visit_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,7,visit_end_datetime,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,8,visit_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,9,provider_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,10,care_site_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,11,visit_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,12,visit_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,13,admitting_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,14,admitting_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,15,discharge_to_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,16,discharge_to_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,38,visit_occurrence,17,preceding_visit_occurrence_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,39,vocabulary,1,vocabulary_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,39,vocabulary,2,vocabulary_name,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,39,vocabulary,3,vocabulary_reference,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,39,vocabulary,4,vocabulary_version,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,39,vocabulary,5,vocabulary_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,1,attribute_definition,1,attribute_definition_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,1,attribute_definition,2,attribute_name,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,1,attribute_definition,3,attribute_description,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,1,attribute_definition,4,attribute_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,1,attribute_definition,5,attribute_syntax,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,2,care_site,1,care_site_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,2,care_site,2,care_site_name,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,2,care_site,3,place_of_service_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,2,care_site,4,location_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,2,care_site,5,care_site_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,2,care_site,6,place_of_service_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,1,cdm_source_name,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,2,cdm_source_abbreviation,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,3,cdm_holder,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,4,source_description,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,5,source_documentation_reference,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,6,cdm_etl_reference,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,7,source_release_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,8,cdm_release_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,9,cdm_version,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,3,cdm_source,10,vocabulary_version,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,4,cohort,1,cohort_definition_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,4,cohort,2,subject_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,4,cohort,3,cohort_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,4,cohort,4,cohort_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,5,cohort_attribute,1,cohort_definition_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,5,cohort_attribute,2,subject_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,5,cohort_attribute,3,cohort_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,5,cohort_attribute,4,cohort_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,5,cohort_attribute,5,attribute_definition_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,5,cohort_attribute,6,value_as_number,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,5,cohort_attribute,7,value_as_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,6,cohort_definition,1,cohort_definition_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,6,cohort_definition,2,cohort_definition_name,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,6,cohort_definition,3,cohort_definition_description,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,6,cohort_definition,4,definition_type_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,6,cohort_definition,5,cohort_definition_syntax,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,6,cohort_definition,6,subject_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,6,cohort_definition,7,cohort_initiation_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,1,concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,2,concept_name,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,3,domain_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,4,vocabulary_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,5,concept_class_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,6,standard_concept,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,7,concept_code,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,8,valid_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,9,valid_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,7,concept,10,invalid_reason,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,8,concept_ancestor,1,ancestor_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,8,concept_ancestor,2,descendant_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,8,concept_ancestor,3,min_levels_of_separation,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,8,concept_ancestor,4,max_levels_of_separation,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,9,concept_class,1,concept_class_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,9,concept_class,2,concept_class_name,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,9,concept_class,3,concept_class_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,10,concept_relationship,1,concept_id_1,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,10,concept_relationship,2,concept_id_2,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,10,concept_relationship,3,relationship_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,10,concept_relationship,4,valid_start_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,10,concept_relationship,5,valid_end_date,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,10,concept_relationship,6,invalid_reason,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,11,concept_synonym,1,concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,11,concept_synonym,2,concept_synonym_name,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,11,concept_synonym,3,language_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,12,condition_era,1,condition_era_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,12,condition_era,2,person_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,12,condition_era,3,condition_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,7,payer_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,8,plan_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,9,plan_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,10,plan_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,11,sponsor_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,12,sponsor_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,13,sponsor_source_concept_id,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,14,family_source_value,NULL,NULL,ERROR
CDM,C3,Conformance-value,Data type validation check with OMOP CDM definition,30,payer_plan_period,15,stop_reason_concept_id,NULL,NULL,ERROR
